ano,estado,projecao de populacao
2048,Santa Catarina,8815651
2048,Rio Grande do Sul,11511708
2048,Mato Grosso do Sul,3373384
2048,Mato Grosso,4322044
2048,Goiás,8899155
2048,Distrito Federal,3760007
2049,Rondônia,2115477
2049,Acre,1159852
2049,Amazonas,5582496
2049,Roraima,919792
2049,Pará,10291421
2049,Amapá,1232031
2049,Tocantins,1916198
2049,Maranhão,7604438
2049,Piauí,3177306
2049,Ceará,9719721
2049,Rio Grande do Norte,3912020
2049,Paraíba,4224706
2049,Pernambuco,10318285
2049,Alagoas,3427603
2049,Sergipe,2629608
2049,Bahia,14834243
2049,Minas Gerais,22149820
2049,Espírito Santo,4875392
2049,Rio de Janeiro,18246526
2049,São Paulo,51422538
2049,Paraná,12589797
2049,Santa Catarina,8842605
2049,Rio Grande do Sul,11474898
2049,Mato Grosso do Sul,3383280
2049,Mato Grosso,4337023
2049,Goiás,8934557
2049,Distrito Federal,3768831
2050,Rondônia,2118474
2050,Acre,1164538
2050,Amazonas,5611125
2050,Roraima,926782
2050,Pará,10307745
2050,Amapá,1240930
2050,Tocantins,1920482
2050,Maranhão,7592288
2050,Piauí,3160429
2050,Ceará,9698820
2050,Rio Grande do Norte,3908632
2050,Paraíba,4214358
2050,Pernambuco,10299159
2050,Alagoas,3414828
2050,Sergipe,2630195
2050,Bahia,14763590
2050,Minas Gerais,22085730
2050,Espírito Santo,4885838
2050,Rio de Janeiro,18210736
2050,São Paulo,51405978
2050,Paraná,12581103
2050,Santa Catarina,8867714
2050,Rio Grande do Sul,11436086
2050,Mato Grosso do Sul,3392392
2050,Mato Grosso,4350948
2050,Goiás,8967883
2050,Distrito Federal,3776493
2051,Rondônia,2120952
2051,Acre,1168898
2051,Amazonas,5638304
2051,Roraima,933572
2051,Pará,10321384
2051,Amapá,1249514
2051,Tocantins,1924271
2051,Maranhão,7578099
2051,Piauí,3142736
2051,Ceará,9675292
2051,Rio Grande do Norte,3904116
2051,Paraíba,4202839
2051,Pernambuco,10277017
2051,Alagoas,3401028
2051,Sergipe,2630096
2051,Bahia,14688641
2051,Minas Gerais,22016308
2051,Espírito Santo,4895145
2051,Rio de Janeiro,18171147
2051,São Paulo,51377266
2051,Paraná,12569612
2051,Santa Catarina,8890942
2051,Rio Grande do Sul,11395284
2051,Mato Grosso do Sul,3400723
2051,Mato Grosso,4363850
2051,Goiás,8999139
2051,Distrito Federal,3782994
2052,Rondônia,2122916
2052,Acre,1172928
2052,Amazonas,5664036
2052,Roraima,940153
2052,Pará,10332358
2052,Amapá,1257785
2052,Tocantins,1927565
2052,Maranhão,7561887
2052,Piauí,3124227
2052,Ceará,9649120
2052,Rio Grande do Norte,3898491
2052,Paraíba,4190189
2052,Pernambuco,10251890
2052,Alagoas,3386203
2052,Sergipe,2629311
2052,Bahia,14609436
2052,Minas Gerais,21941633
2052,Espírito Santo,4903325
2052,Rio de Janeiro,18127853
2052,São Paulo,51336626
2052,Paraná,12555362
2052,Santa Catarina,8912269
2052,Rio Grande do Sul,11352547
2052,Mato Grosso do Sul,3408275
2052,Mato Grosso,4375775
2052,Goiás,9028359
2052,Distrito Federal,3788348
2053,Rondônia,2124363
2053,Acre,1176619
2053,Amazonas,5688278
2053,Roraima,946517
2053,Pará,10340631
2053,Amapá,1265743
2053,Tocantins,1930355
2053,Maranhão,7543659
2053,Piauí,3104924
2053,Ceará,9620296
2053,Rio Grande do Norte,3891770
2053,Paraíba,4176432
2053,Pernambuco,10223763
2053,Alagoas,3370351
2053,Sergipe,2627834
2053,Bahia,14525993
2053,Minas Gerais,21861733
2053,Espírito Santo,4910373
2053,Rio de Janeiro,18080837
2053,São Paulo,51284187
2053,Paraná,12538352
2053,Santa Catarina,8931679
2053,Rio Grande do Sul,11307925
2053,Mato Grosso do Sul,3415039
2053,Mato Grosso,4386699
2053,Goiás,9055541
2053,Distrito Federal,3792555
2054,Rondônia,2125289
2054,Acre,1179964
2054,Amazonas,5710995
2054,Roraima,952651
2054,Pará,10346154
2054,Amapá,1273378
2054,Tocantins,1932631
2054,Maranhão,7523382
2054,Piauí,3084843
2054,Ceará,9588823
2054,Rio Grande do Norte,3883966
2054,Paraíba,4161539
2054,Pernambuco,10192631
2054,Alagoas,3353463
2054,Sergipe,2625660
2054,Bahia,14438328
2054,Minas Gerais,21776623
2054,Espírito Santo,4916268
2054,Rio de Janeiro,18030039
2054,São Paulo,51220015
2054,Paraná,12518536
2054,Santa Catarina,8949178
2054,Rio Grande do Sul,11261436
2054,Mato Grosso do Sul,3421004
2054,Mato Grosso,4396571
2054,Goiás,9080667
2054,Distrito Federal,3795598
2055,Rondônia,2125695
2055,Acre,1182957
2055,Amazonas,5732178
2055,Roraima,958552
2055,Pará,10348902
2055,Amapá,1280682
2055,Tocantins,1934389
2055,Maranhão,7501013
2055,Piauí,3063982
2055,Ceará,9554693
2055,Rio Grande do Norte,3875091
2055,Paraíba,4145474
2055,Pernambuco,10158518
2055,Alagoas,3335549
2055,Sergipe,2622791
2055,Bahia,14346461
2055,Minas Gerais,21686312
2055,Espírito Santo,4921002
2055,Rio de Janeiro,17975428
2055,São Paulo,51144153
2055,Paraná,12495904
2055,Santa Catarina,8964776
2055,Rio Grande do Sul,11213094
2055,Mato Grosso do Sul,3426170
2055,Mato Grosso,4405356
2055,Goiás,9103727
2055,Distrito Federal,3797474
2056,Rondônia,2125590
2056,Acre,1185600
2056,Amazonas,5751847
2056,Roraima,964221
2056,Pará,10348887
2056,Amapá,1287654
2056,Tocantins,1935636
2056,Maranhão,7476542
2056,Piauí,3042336
2056,Ceará,9517922
2056,Rio Grande do Norte,3865173
2056,Paraíba,4128245
2056,Pernambuco,10121489
2056,Alagoas,3316619
2056,Sergipe,2619237
2056,Bahia,14250434
2056,Minas Gerais,21590896
2056,Espírito Santo,4924594
2056,Rio de Janeiro,17917092
2056,São Paulo,51056719
2056,Paraná,12470502
2056,Santa Catarina,8978488
2056,Rio Grande do Sul,11162931
2056,Mato Grosso do Sul,3430552
2056,Mato Grosso,4413076
2056,Goiás,9124748
2056,Distrito Federal,3798193
2057,Rondônia,2124982
2057,Acre,1187895
2057,Amazonas,5770028
2057,Roraima,969655
2057,Pará,10346144
2057,Amapá,1294295
2057,Tocantins,1936381
2057,Maranhão,7449981
2057,Piauí,3019911
2057,Ceará,9478556
2057,Rio Grande do Norte,3854254
2057,Paraíba,4109898
2057,Pernambuco,10081634
2057,Alagoas,3296685
2057,Sergipe,2615013
2057,Bahia,14150307
2057,Minas Gerais,21490522
2057,Espírito Santo,4927071
2057,Rio de Janeiro,17855161
2057,São Paulo,50958014
2057,Paraná,12442412
2057,Santa Catarina,8990348
2057,Rio Grande do Sul,11111019
2057,Mato Grosso do Sul,3434177
2057,Mato Grosso,4419781
2057,Goiás,9143789
2057,Distrito Federal,3797772
2058,Rondônia,2123877
2058,Acre,1189835
2058,Amazonas,5786706
2058,Roraima,974850
2058,Pará,10340650
2058,Amapá,1300609
2058,Tocantins,1936619
2058,Maranhão,7421317
2058,Piauí,2996721
2058,Ceará,9436622
2058,Rio Grande do Norte,3842355
2058,Paraíba,4090459
2058,Pernambuco,10038990
2058,Alagoas,3275745
2058,Sergipe,2610119
2058,Bahia,14046125
2058,Minas Gerais,21385216
2058,Espírito Santo,4928430
2058,Rio de Janeiro,17789635
2058,São Paulo,50848310
2058,Paraná,12411670
2058,Santa Catarina,9000381
2058,Rio Grande do Sul,11057418
2058,Mato Grosso do Sul,3437056
2058,Mato Grosso,4425472
2058,Goiás,9160881
2058,Distrito Federal,3796218
2059,Rondônia,2122283
2059,Acre,1191419
2059,Amazonas,5801873
2059,Roraima,979802
2059,Pará,10332396
2059,Amapá,1306591
2059,Tocantins,1936347
2059,Maranhão,7390534
2059,Piauí,2972786
2059,Ceará,9392152
2059,Rio Grande do Norte,3829494
2059,Paraíba,4069934
2059,Pernambuco,9993592
2059,Alagoas,3253802
2059,Sergipe,2604560
2059,Bahia,13937968
2059,Minas Gerais,21275013
2059,Espírito Santo,4928667
2059,Rio de Janeiro,17720514
2059,São Paulo,50727840
2059,Paraná,12378299
2059,Santa Catarina,9008618
2059,Rio Grande do Sul,11002151
2059,Mato Grosso do Sul,3439191
2059,Mato Grosso,4430140
2059,Goiás,9176042
2059,Distrito Federal,3793533
2060,Rondônia,2120212
2060,Acre,1192647
2060,Amazonas,5815537
2060,Roraima,984511
2060,Pará,10321412
2060,Amapá,1312240
2060,Tocantins,1935575
2060,Maranhão,7357617
2060,Piauí,2948119
2060,Ceará,9345192
2060,Rio Grande do Norte,3815691
2060,Paraíba,4048336
2060,Pernambuco,9945508
2060,Alagoas,3230875
2060,Sergipe,2598353
2060,Bahia,13825958
2060,Minas Gerais,21160005
2060,Espírito Santo,4927795
2060,Rio de Janeiro,17647842
2060,São Paulo,50596822
2060,Paraná,12342362
2060,Santa Catarina,9015090
2060,Rio Grande do Sul,10945217
2060,Mato Grosso do Sul,3440594
2060,Mato Grosso,4433798
2060,Goiás,9189311
2060,Distrito Federal,3789728
